FCM;AGF;0-2;Other data;
FCN;BIF;0-3;Other data;
OBK;FCK;2-0;Other data;
RFC;HIF;1-3;Other data;
SIF;LBK;3-1;Other data;
VBK;FCM;1-0;Other data;
