AGF;HIF;3-0;Other data;
BIF;LBK;0-1;Other data;
FCK;FCM;1-1;Other data;
HIF;FCN;0-1;Other data;
LBK;OBK;1-1;Other data;
FCM;RFC;5-1;Other data;
