AGF;AGF;0-0;Other data;
BIF;BIF;0-0;Other data;
FCK;FCK;1-3;Other data;
HIF;HIF;4-0;Other data;
LBK;LBK;1-0;Other data;
FCM;FCM;2-0;Other data;
