FCN;AGF;5-0;Other data;
OBK;BIF;1-0;Other data;
RFC;FCK;0-0;Other data;
SIF;HIF;1-2;Other data;
VBK;LBK;1-0;Other data;
AGF;FCM;1-0;Other data;
