RFC;AGF;2-0;Other data;
SIF;BIF;0-0;Other data;
VBK;FCK;0-0;Other data;
AGF;HIF;2-0;Other data;
BIF;LBK;0-0;Other data;
FCK;FCM;2-3;Other data;
