AGF;LBK;0-1;Other data;
BIF;FCM;1-0;Other data;
FCK;FCN;1-0;Other data;
HIF;OBK;4-3;Other data;
LBK;RFC;0-0;Other data;
FCM;SIF;1-0;Other data;
