AGF;FCK;1-0;Other data;
BIF;HIF;0-0;Other data;
FCK;LBK;0-1;Other data;
HIF;FCM;2-2;Other data;
LBK;FCN;0-0;Other data;
FCM;OBK;0-0;Other data;
