AGF;RFC;2-2;Other data;
BIF;SIF;1-0;Other data;
FCK;VBK;1-1;Other data;
HIF;AGF;2-3;Other data;
LBK;BIF;1-3;Other data;
FCM;FCK;2-3;Other data;
