OBK;AGF;0-0;Other data;
RFC;BIF;1-1;Other data;
SIF;FCK;0-1;Other data;
VBK;HIF;3-0;Other data;
AGF;LBK;0-3;Other data;
BIF;FCM;1-1;Other data;
