SIF;AGF;5-0;Other data;
VBK;BIF;0-1;Other data;
AGF;FCK;3-0;Other data;
BIF;HIF;2-3;Other data;
FCK;LBK;0-0;Other data;
HIF;FCM;0-0;Other data;
