AGF;AGF;0-0;Other data;
BIF;BIF;1-0;Other data;
FCK;FCK;0-3;Other data;
HIF;HIF;0-0;Other data;
LBK;LBK;4-0;Other data;
FCM;FCM;0-0;Other data;
