FCK;AGF;0-0;Other data;
HIF;BIF;0-0;Other data;
LBK;FCK;0-0;Other data;
FCM;HIF;1-1;Other data;
FCN;LBK;0-0;Other data;
OBK;FCM;2-2;Other data;
