AGF;OBK;1-1;Other data;
BIF;RFC;1-0;Other data;
FCK;SIF;0-2;Other data;
HIF;VBK;3-2;Other data;
LBK;AGF;0-0;Other data;
FCM;BIF;2-1;Other data;
