LBK;AGF;2-1;Other data;
FCM;BIF;4-0;Other data;
FCN;FCK;0-0;Other data;
OBK;HIF;4-0;Other data;
RFC;LBK;0-1;Other data;
SIF;FCM;0-0;Other data;
