VBK;AGF;1-0;Other data;
AGF;BIF;3-0;Other data;
BIF;FCK;2-0;Other data;
FCK;HIF;0-1;Other data;
HIF;LBK;1-0;Other data;
LBK;FCM;0-0;Other data;
