AGF;FCM;3-0;Other data;
BIF;FCN;0-1;Other data;
FCK;OBK;0-0;Other data;
HIF;RFC;1-1;Other data;
LBK;SIF;1-3;Other data;
FCM;VBK;1-0;Other data;
