AaB;B.93;2-3;Other data;
SJF;HIL;0-1;Other data;
NBK;FCF;0-2;Other data;
FCH;HBK;1-1;Other data;
HOB;KIF;4-0;Other data;
ACH;VEN;0-3;Other data;
