HBK;HOB;4-0;Other data;
AaB;ACH;0-0;Other data;
FCF;KIF;0-0;Other data;
B.93;HIL;4-0;Other data;
FCH;SJF;2-1;Other data;
NBK;VEN;3-1;Other data;
