B.93;SJF;0-2;Other data;
FCF;FCH;0-0;Other data;
HBK;ACH;1-2;Other data;
HIL;KIF;1-3;Other data;
AaB;NBK;1-0;Other data;
HOB;VEN;1-0;Other data;
