VEN;ACH;3-2;Other data;
KIF;AaB;5-2;Other data;
SJF;HOB;0-0;Other data;
HIL;HBK;0-2;Other data;
B.93;FCH;0-1;Other data;
NBK;FCF;0-3;Other data;
