FCF;HIL;1-1;Other data;
B.93;SJF;1-0;Other data;
NBK;AaB;0-0;Other data;
VEN;KIF;1-0;Other data;
HBK;HOB;0-0;Other data;
ACH;FCH;1-1;Other data;
