B.93;KIF;5-0;Other data;
HBK;SJF;2-0;Other data;
ACH;NBK;0-2;Other data;
FCH;HIL;0-0;Other data;
AaB;VEN;0-0;Other data;
FCF;HOB;1-2;Other data;
