SJF;B.93;4-2;Other data;
FCH;FCF;0-1;Other data;
ACH;HBK;3-1;Other data;
KIF;HIL;3-0;Other data;
NBK;AaB;1-0;Other data;
VEN;HOB;1-3;Other data;
