AaB;FCF;0-0;Other data;
HIL;HOB;1-1;Other data;
VEN;FCH;1-1;Other data;
KIF;HBK;2-1;Other data;
B.93;NBK;1-0;Other data;
SJF;ACH;4-0;Other data;
